Material;Descrição;Saldo Disp.;Estoque p/Armazenar;UM;Preço Unit.;Tipo MRP;Descrição do Calendário;Nec.NOV/2019;Nec.DEZ/2019;Nec.JAN/2020;Nec.FEV/2020;Nec.MAR/2020;Nec.ABR/2020;Cons.DEZ/2018;Cons.JAN/2019;Cons.FEV/2019;Cons.MAR/2019;Cons.ABR/2019;Cons.MAI/2019;Cons.JUN/2019;Cons.JUL/2019;Cons.AGO/2019;Cons.SET/2019;Cons.OUT/2019;Cons.NOV/2019;Pedido 1;Próxima Entrega;Dt. Conf. 1;Des.Status;Num.Mat.Fab.;Materiais Substituídos
10010496;ALG F44 MORANGO IMMU 16T PHADIA;4,067;0;KIT;37,79;VV;DIARIO;0,291;7,275;5,82;5,008;6,26;5,008;1;2;0;0;4,125;2,504;4,882;5,445;4,194;4,882;6,946;5,567;;;;LIBERADO;14-4216-01;
10010497;ALG F47 ALHO IMMU 16T PHADIA;2,81;0;KIT;37,79;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5300124060;29/11/2019;;LIBERADO;14-4218-01;
10010499;ALG F48 CEBOLA IMMU 16T PHADIA;2,94;0;KIT;37,79;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5300124060;29/11/2019;;LIBERADO;14-4219-01;
10010500;ALG F49 MACA IMMU 16T PHADIA;4,377;0;KIT;37,8;VV;DIARIO;0,13;3,255;2,604;1,584;1,98;1,584;1;0;0;0;0;0;3,444;1,942;1,316;1,629;2,068;1,817;;;;LIBERADO;14-4220-01;
10010501;ALG I6 INSETO B GERMANI IMMU 16T PHADIA;11,941;0;KIT;37,79;VV;DIARIO;1,123;28,085;22,468;17,74;22,175;17,74;3;0;7;5;3,938;9,63;13,068;18,505;13,758;19,129;21,008;25,63;5500001368;10/12/2019;31/12/9999;LIBERADO;14-4224-01;
10010505;ALG FX5 ALIMENT INF IMMU 16T PHADIA;11,122;0;KIT;41,42;VV;DIARIO;0,895;22,375;17,9;17,772;22,215;17,772;1;2;0;0;0,626;5,942;16,13;16,256;14,008;23,069;19,382;20,755;5300124060;29/11/2019;;LIBERADO;14-4275-01;
10010507;ALG EX71 PENAS IMMU 10T PHADIA;4;0;KIT;47,45;VV;DIARIO;0,341;8,53;6,824;6,124;7,655;6,124;1;0;0;0;0;0;6,7;5;4,6;4,1;6,6;10,1;5300123453;25/11/2019;31/12/9999;LIBERADO;14-4277-01;
10010508;ALG EX72 PENAS IMMU 10T PHADIA;3,8;0;KIT;47,45;VV;DIARIO;0,218;5,46;4,368;3,576;4,47;3,576;2;2;1;2;2,4;2,8;4,9;4,4;3,2;3,3;5,3;4,3;;;;LIBERADO;14-4278-01;
10010510;ALG F76 ALFALACTOALBUMI IMMU 10T PHADIA;12,6;0;KIT;38,28;VV;DIARIO;0,85;21,25;17;17;15,793;9,724;4;2;18;0;3,6;10,5;7,4;11,3;7,2;9,2;10,6;19,4;5300124060;29/11/2019;;LIBERADO;14-4522-01;
10010511;ALG F77 BETALACTOALBUM IMMU 10T PHADIA;24,9;0;KIT;38,28;VV;DIARIO;3,047;76,175;60,94;38,1;47,625;38,1;4;11;4;0;9,4;18,6;35,8;45,6;34,3;41,6;42;52,2;5500001368;06/12/2019;31/12/9999;LIBERADO;14-4523-01;
10010513;ALG F78 CASEINA IMMU 10T PHADIA;33,8;0;KIT;38,28;VV;DIARIO;3,647;91,185;72,948;58,624;73,28;58,624;5;4;8;0;7,1;28,6;53;70;53,8;64;65,8;74,5;5500001368;09/12/2019;31/12/9999;LIBERADO;14-4524-01;
10010515;ALG F79 GLUTEN IMMU 10T PHADIA;31,3;0;KIT;38,27;VV;DIARIO;3,389;84,715;67,772;51,824;64,78;51,824;1;7;9;7;9,4;22,5;45,2;58,4;47,1;61,1;59,2;57,6;5500001368;09/12/2019;31/12/9999;LIBERADO;14-4291-01;
10010519;ALG F80 LAGOSTA IMMU 10T PHADIA;2;0;KIT;38,27;VV;DIARIO;0,461;11,525;9,22;7,452;9,315;7,452;1;0;6;4;2,6;4,9;3,8;5,6;3,5;5,7;10,3;10,8;5300123453;25/11/2019;31/12/9999;LIBERADO;14-4292-01;
10010528;ALG F84 KIWI IMMU 16T PHADIA;2,434;0;KIT;38,27;VV;DIARIO;0,15;3,76;3,008;2,16;2,7;2,16;1;2;0;3;0,063;1,752;3,254;3,006;2,008;2,067;3,006;2,38;;;;LIBERADO;14-4295-01;
10010530;RGT STREP A QUICKVUE 25T BMX;2;0;KIT;335,62;ZM;DIARIO;0;0;0;0;0;0;3;4;1;0;2;0,4;0;0;0;0;0;0;;;;LIBERADO;97007;
10010533;ALG F87 IMMU 10T PHADIA;3,9;0;KIT;38,25;VV;DIARIO;0,114;2,85;2,28;1,076;1,345;1,076;1;0;0;0;0;0;2,7;1,2;1,5;0,8;1,3;1;;;;LIBERADO;14-4298-01;
10010535;ALG I71 IMMU 10T PHADIA;11,1;0;KIT;55,1;VV;DIARIO;1,162;29,04;23,232;15,824;19,78;15,824;3;0;0;0;0,9;11,1;13,5;15,6;13,3;16;18,8;23,1;5500001368;09/12/2019;31/12/9999;LIBERADO;14-4316-01;
10010537;ALG MX2 IMMU 16T PHADIA;0;0;KIT;41,42;VV;DIARIO;0,516;12,895;11,632;11,632;14,54;11,632;1;0;0;0;0;0;9,315;11,32;9,383;11,32;13,132;19,635;5300123736;27/11/2019;;LIBERADO;14-4320-01;
10010538;RGT FOB ONE STE TST OCUL 20ML BIOEASY;0;0;KIT;53,96;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;30100137;
10010540;ALG EX2 EPITELIOS IMMU 16T PHADIA;4;0;KIT;41,42;VV;DIARIO;0,124;3,095;2,476;4,276;5,345;4,276;2;0;0;0;0;0;0;0;0;3,443;4,26;4,617;5300123453;25/11/2019;31/12/9999;LIBERADO;14-4512-01;
10010542;ALG F91 MANGA IMMU 10T PHADIA;5,9;0;KIT;38,27;VV;DIARIO;0,013;0,315;0,252;0,252;0,126;0;1;0;0;0;0;0;1;0;0;0;0;0;;;;LIBERADO;14-4331-01;
10010544;ALG F92 BANANA IMMU 10T PHADIA;12,2;0;KIT;55,1;VV;DIARIO;0,97;24,255;19,404;13,576;16,97;13,576;2;0;2;6;4,6;8,2;14,9;16;13;14,6;15,6;15,8;;;;LIBERADO;14-4334-01;
10010548;ALG F93 CACAU IMMU 10T PHADIA;18,9;0;KIT;38,27;VV;DIARIO;1,962;49,045;39,236;35,876;44,845;35,876;3;0;0;0;1,9;22,9;28,2;36,1;29,8;41,1;47,2;36,3;5500001368;09/12/2019;31/12/9999;LIBERADO;14-4335-01;
10010549;ALG F95 PESSEGO IMMU 10T PHADIA;4;0;KIT;38,27;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4337-01;
10010550;ALG I70 INSETO S INVICT IMMU 10T PHADIA;7,4;0;KIT;55,1;VV;DIARIO;0,694;17,355;13,884;8,824;11,03;8,824;3;0;4;4;0,8;8,4;5,9;10,2;6,9;10;10,8;13,7;;;;LIBERADO;14-4343-01;
10010553;ALG K82 LATEX IMMU 10T PHADIA;10,7;0;KIT;55,1;VV;DIARIO;0,384;9,59;7,672;3,176;3,97;3,176;3;0;0;6;0,3;1,7;2,5;3,4;3,6;3,5;3,2;3,8;;;;LIBERADO;14-4511-01;
10010555;ALG F96 IMMU 10T PHADIA;3,5;0;KIT;55,1;VV;DIARIO;0,226;5,655;4,524;2,376;2,97;2,376;2;0;0;0;0;2,1;4;2,7;2;2,3;3,4;2,4;;;;LIBERADO;14-4346-01;
10010558;ALG O1 FIBRA CRUA ALGOD IMMU 16T PHADIA;0;0;KIT;47,45;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4476-01;
10010563;ALG F208 LIMAO IMMU 10T PHADIA;9,6;0;KIT;68,96;VV;DIARIO;0,051;1,275;1,02;0,476;0,595;0,476;1;0;0;0;0,1;0;0,1;1,2;0,6;0,5;0,5;0,6;;;;LIBERADO;14-4829-01;
10010566;MEIO CULT P/MYCOPL UREIA ARGININ BMX;0;0;FR;10,28;PD;DIARIO;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;;;;LIBERADO;42508;
10010567;CTR TOTAL IGE LM IMMUNOCAP PHADIA;0;0;KIT;176,4;VV;DIARIO;0,283;7,085;5,814;6,252;7,815;6,252;7;0;1;2;4;4;4;9;8;7;8;4;5500001368;29/11/2019;31/12/9999;LIBERADO;10-9447-01;
10010574;RGT ACIDO FOLAT DTT/AGE CENTAU SIEMENS;0;0;KIT;104,23;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;;;;BLOQUEIO COMPRAS;10310382;
10010577;SOL COND PROB C/4FR ARCH ABBOTT;0;0;KIT;195,96;VV;DIARIO;0;0;0,063;0,252;0,126;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;LIBERADO;01L5640;
10010578;CTR SPEC IGE CURVE IMMUNOCAP 5T PHADIA;0;0;KIT;323,99;VV;DIARIO;0,225;5,625;4,5;4,5;4;3,2;2;0;0;0;0;3;0;4;5;6;1;2;5300123439;25/11/2019;31/12/9999;LIBERADO;10-9312-01;
10010579;CTR TTL IGE CRV 5TX3FR IMMUNOCA PHADIA;0;0;KIT;323,99;VV;DIARIO;0,175;4,375;2,752;2,752;3,44;2,752;1;0;3;2;3;0;2;5;4;4;2;2;5500001368;29/11/2019;31/12/9999;LIBERADO;10-9325-01;
10010587;RGT ANTI-HCV 2000T ARCH ABBOTT;0;0;KIT;9.843,12;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C3732;
10010591;DG GEL SOL GRIFOLS;0;0;KIT;62,56;VV;DIARIO;1,025;25,625;63;20,5;25,625;20,5;4;9;8;12;27;19;14;20;23;20;22;24;5300124051;29/11/2019;;LIBERADO;21035413;
10010595;RGT HAVAB M ARCH 400T ABBOTT;0;0;KIT;743,9;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;06C3022;
10010596;CTR IGF1/IGFBP 3ML SIEMENS;0;0;KIT;131,59;VV;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10385387;
10010598;ALG EX70 EPITELIO ANIMA IMMU 10T PHADIA;8;0;KIT;47,45;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4276-01;
10010600;ALG D201 ACARO BTROPICA IMMU 10T PHADIA;41,4;0;KIT;55,1;VV;DIARIO;5,29;132,255;105,804;97,2;121,5;97,2;10;0;0;0;3,4;42,7;74,9;97,7;76,9;101,7;119,3;133,4;5500001368;06/12/2019;31/12/9999;LIBERADO;14-4896-01;
10010604;ALG C6 DROGA AMOXICILIN IMMU 16T PHADIA;0;0;KIT;41,42;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;14-4451-01;
10010607;RGT T3 CENTAU 400T SIEMENS;0;0;KIT;115,33;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10285732;
10010608;ALG F17 AVELA IMMU 16T PHADIA;4;0;KIT;37,79;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4528-01;
10010609;RGT T3/T4 RELEASING CENTAU SIEMENS;0;0;KIT;211,48;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10309954;
10010610;ALG F18 CASTANHA PARA IMMU 16T PHADIA;11,874;0;KIT;37,79;VV;DIARIO;0,064;1,61;1,288;1,144;1,43;1,144;1;0;0;0;0,063;0,376;0,816;0,942;0,816;0,88;1,504;2,068;;;;LIBERADO;14-4178-01;
10010611;RGT T4 CENTAU 500T SIEMENS;0;0;KIT;144,24;VV;DIARIO;0,015;0,385;0,308;0,308;0,385;0,308;0;0;0;0;0;0;0;0;1;0;0;0;;;;LIBERADO;10309961;
10010613;RGT FT4 CENTAU 250T SIEMENS;0;0;KIT;62,1;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10282219;
10010614;CLB A CENTAU C/6 5ML SIEMENS;0;0;KIT;81;ND;DIARIO;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10285904;
10010616;CLB B6 CENTAU SIEMENS;0;0;KIT;161,28;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10331729;
10010617;RGT FSH CENTAU 500T SIEMENS;0;0;KIT;248,29;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10309974;
10010618;RGT LH CENTAU 300T SIEMENS;0;0;KIT;146,56;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0,035;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10309972;
10010619;RGT FT3 CENTAU 250T SIEMENS;0;0;KIT;80,38;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10310318;
10010621;RGT PROLACTINA CENTAU 250T SIEMENS;0;0;KIT;128,73;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10309976;
10010622;SOL LIMP CONCENT CENTAU 00 SIEMENS;0;0;KIT;103,57;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10310041;
10010624;RGT ACTH IMM2000 200T SIEMENS;0;0;KIT;233,91;VV;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10381468;
10010625;RGT HCG CENTAU CENTAU 250T SIEMENS;0;0;KIT;134,17;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10308985;
10010626;BOMBONA 20L;0;0;UN;37,98;VV;DIARIO;0,125;3,125;2,5;2,5;0,625;0;0;0;0;0;0;10;0;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;100039;
10010628;ALG E5 CASPA CAO IMMU 16T PHADIA;25,817;0;KIT;37,79;VV;DIARIO;3,068;76,69;61,352;43,74;53,7;42,96;3;0;0;0;1,563;17,882;28,882;41,128;32,444;45,568;53,76;57,254;5500001368;06/12/2019;31/12/9999;LIBERADO;14-4110-01;
10010634;CLB E 6PK CENTAU SIEMENS;0;0;KIT;166,67;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10321075;
10010636;ALG F256 KIT IMMU 10T PHADIA;8,8;0;KIT;55,1;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5300124060;29/11/2019;;LIBERADO;14-4521-01;
10010640;RGT TGO/AST ADVIA C/6 4032T 68ML SIEMENS;0;0;KIT;392,53;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10341132;
10010643;RGT LDH L P ADVIA C/6 4032T 68ML SIEMENS;0;0;KIT;147,74;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10341128;
10010648;ALG H2 PO CASEIRO IMMU 16T PHADIA;0,567;0;KIT;37,8;VV;DIARIO;0,1;2,5;2;2,544;3,86;3,088;1;0;0;0;0;0,188;0;0,251;0;0,252;2,126;8,131;5300123453;25/11/2019;31/12/9999;LIBERADO;14-4140-01;
10010649;ALG PHADIATOP IMMU 48T PHADIA;0;0;KIT;335,13;VV;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4510-35;
10010651;ALG F83 CARNE FRANGO IMMU 16T PHADIA;25,627;0;KIT;37,79;VV;DIARIO;0,25;3,91;0,32;0,32;0,4;0,32;2;0;0;0;0,188;2,628;5,005;0,752;0;0,189;0,252;0,502;;;;LIBERADO;14-4185-01;
10010652;RGT TIROGLOBULINA IMM2000 200T SIEMENS;0;0;KIT;142,51;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;10381648;
10010655;ALG F27 CARNE VACA IMMU 16T PHADIA;6,996;0;KIT;37,79;VV;DIARIO;0,28;7,01;5,608;2,724;3,405;2,724;2;0;0;2;0,126;0,815;6,938;3,38;2,571;2,693;3,444;3,13;;;;LIBERADO;14-4209-01;
10010659;ALG F5 CENTEIO IMMU 16T PHADIA;5;0;KIT;37,79;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;14-4123-01;
10010660;SOL KIT MANUTENCAO PHADIA;0;0;FR;56,25;VV;DIARIO;0,05;1,25;1;0,75;0;0;2;1;0;0;0;4;0;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;10-9476-01;
10010661;RGT AGENTE LIB VB12 DTT CENTAU SIEMENS;0;0;KIT;85,26;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10310330;
10010662;RGT FERRITINA CENTAU 250T SIEMENS;0;0;KIT;176,22;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10309969;
10010667;ALG M1 FUNGO P NOTATUM IMMU 16T PHADIA;3,88;0;KIT;37,79;VV;DIARIO;0,105;2,625;2,1;1,692;2,115;1,692;0;0;0;0;0;0;1,754;1,192;1,254;1,755;2,317;2,378;;;;LIBERADO;14-4160-01;
10010668;ALG G2 G CYNODO DACTYL IMMU 16T PHADIA;4,06;0;KIT;37,8;VV;DIARIO;0,138;3,535;2,828;2,828;3,535;2,828;1;0;0;0;0;0;0;0;0;0,815;3,004;3,567;;;;LIBERADO;14-4131-01;
10010669;ALG IMMU 16T PHADIA;0;0;KIT;26,98;VV;DIARIO;0,663;16,565;13,252;13,252;16,565;13,252;4;2;10;10;10;9;10;8;26;8;13;12;5500001368;29/11/2019;31/12/9999;LIBERADO;14-4417-01;
10010671;ALG F37 MEXILHAO IMMU 16T PHADIA;9,75;0;KIT;37,79;VV;DIARIO;0,003;0,08;0,064;0,064;0,08;0,064;1;0;0;0;0;0;0;0;0;0;0,063;0;;;;LIBERADO;14-4213-01;
10010673;ALG F210 ABACAXI IMMU 10T PHADIA;8,3;0;KIT;68,96;VV;DIARIO;0,61;15,25;12,2;9,852;12,315;9,852;1;0;3;4;2,2;4,2;9,1;9,7;8,9;10,6;12,8;10,9;;;;LIBERADO;14-4810-01;
10010674;ALG F40 ATUM IMMU 16T PHADIA;5,564;0;KIT;37,79;VV;DIARIO;0,026;0,65;0,52;0,408;0,51;0,408;1;0;0;0;0;0,314;0,252;0,566;0,315;0,691;0,504;0,753;;;;LIBERADO;14-4214-01;
10010679;ALG M3 FUNGO A FUMIGATU IMMU 16T PHADIA;3,627;0;KIT;37,79;VV;DIARIO;0,469;4,77;3,816;3,816;4,77;3,816;0;0;0;0;0;1,064;3,006;2,88;2,506;4,942;4,444;4,442;;;;LIBERADO;14-4119-01;
10010680;ALG M6 FUNGO A ALTERNAT IMMU 16T PHADIA;1,059;0;KIT;37,8;VV;DIARIO;0,191;4,785;3,828;4,844;6,055;4,844;2;1;0;5;2,126;2,941;2,505;2,944;2,257;5,068;4,13;9,362;5300124060;29/11/2019;;LIBERADO;14-4106-01;
10010682;ALG D70 ACARO ACARU SIR IMMU 10T PHADIA;6;0;KIT;55,1;VV;DIARIO;0,545;13,625;10,9;10,524;13,155;10,524;1;0;0;2;0,3;4,1;6,5;7,8;7,5;8,6;11,1;20,1;5300124060;29/11/2019;31/12/9999;LIBERADO;14-4300-01;
10010684;RGT PROGESTERONA CENTAU 250T SIEMENS;0;0;KIT;160,2;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;10315522;
10010695;PIP TIPS 5000 IMMUNOCAP 1000 PHADIA;0;0;CX;395,99;VV;DIARIO;0,2;2,5;2;2;2,5;2;2;0;0;0;0;3;1;2;0;1;2;2;5300124061;29/11/2019;;LIBERADO;12-3805-03;
10010706;CLB TTL IGE CAL CURVA IMCAP C/5 PHADIA;0;0;KIT;234,6;VV;DIARIO;0,033;0,835;0,886;1,54;1,925;1,54;2;2;0;2;2;2;0;0;2;4;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;10-9387-01;
10010707;ALG IMMU 16T PHADIA;200,245;0;KIT;11,51;VV;DIARIO;15,963;399,07;319,256;307,048;383,81;307,048;22;50;100;50;115,439;153,253;178,441;334,779;279,244;344,347;374,926;344,371;5300124060;29/11/2019;;LIBERADO;14-4509-01;
10010708;SOL STOP INICAP PHADIA;0;0;KIT;25,22;VV;DIARIO;0,483;12,085;9,668;9,668;15,835;14,668;6;2;4;0;4;14;9;11;9;16;19;19;5300124061;29/11/2019;;LIBERADO;34-2271-51;
10010709;RGT DEVELOPMENT SOL 1200TX6 PHADIA;0;0;KIT;97,21;VV;DIARIO;0,2;4,866;3,732;3,732;4,665;3,732;5;0;0;2;2;2;4;4;3;5;4;3;5500001368;25/11/2019;31/12/9999;LIBERADO;10-9439-01;
10010710;ALG I4 INSETO POLIST SPP IMMU 16T PHADIA;2,062;0;KIT;37,79;VV;DIARIO;0,136;3,405;2,724;2,584;3,23;2,584;1;0;2;2;0,063;1,129;1,815;1,755;1,757;1,693;3,632;4,693;5300123736;27/11/2019;31/12/9999;LIBERADO;14-4526-01;10004870
10010715;LAMP HALOG M 30W 6V PHILIPS;0;0;UN;38,4;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;;;;LIBERADO;5761;
10010729;ESPECULO PQ VAG C/LUBRIF K.PLAST;0;0;UN;0,93;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;KPS2PU;
10010773;AGUL HIPODERMICA 0.70X25 C/100 BD;0;0;CX;6,63;VV;DIARIO;0,075;1,875;1,5;1,125;0;0;0;0;0;0;0;6;0;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;300327;
10010810;PIP PASTEUR N ESTL C/100 P.LABOR;0;0;CX;20,97;VV;DIARIO;0,05;1,25;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;353;
10010813;PL PETRI PS LISA 90X15 C/10 CRAL;0;0;PAC;2,8;VV;DIARIO;1,463;36,565;29,252;29,252;7,313;0;0;0;40;20;0;117;0;0;0;0;0;0;5500001368;18/11/2019;31/12/9999;LIBERADO;18248AUT;
10010818;PONT AZ UNIV 200-1000UL CRAL;0;0;PAC;28,86;VV;DIARIO;0,238;5,94;4,752;4,752;5,94;4,752;6;4;3;2;3;7;0;7;6;8;3;3;5500001368;29/11/2019;31/12/9999;LIBERADO;18172NM;
10010822;PARAF ESPEC P/HISTOL PF58-62 C 1KG QEEL;3;0;PAC;24,11;VV;DIARIO;1,825;45,625;36,5;36,5;45,625;36,5;0;0;0;0;40;0;26;45;55;41;25;30;5500001368;29/11/2019;31/12/9999;LIBERADO;C289621;
10010828;ALCA CLB 10UL C/10 CRAL;0;0;PAC;0,93;VV;DIARIO;78,75;1.968,75;976,5;976,5;1.220,63;976,5;403;622;600;200;1.000,00;634;2.200,00;950;1.103,00;803;1.000,00;1.300,00;5500001368;29/11/2019;31/12/9999;LIBERADO;18288-10;
10010838;ANTICORP FACS LYSING BD;0;0;FR;1.187,56;ZM;DIARIO;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;349202;
10010839;PL KLINE C/12 ESCAV 6X8CM PERFECTA;0;0;CX;51,33;VV;DIARIO;0,1;2,5;2;2;1;0;0;0;0;0;0;8;0;0;0;0;0;0;5500001368;21/11/2019;31/12/9999;LIBERADO;300;
10010840;PAP FILT 50X50;0;0;UN;0,99;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;1873;
10010846;CUBETA AMOST ARCH ABBOTT;1;0;CX;125,12;VV;DIARIO;0;0;0,313;1,252;0,313;0;0;0;0;0;0;5;0;0;0;0;0;0;;;;LIBERADO;07C1401;
10010852;SACAROSE PA QEEL;0;0;FR;23;VV;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;C098010;
10010854;PAP FILT 40X40;0;0;UN;0,48;VV;DIARIO;0,8;20;16;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5500001368;21/11/2019;31/12/9999;LIBERADO;92.008;
10010855;TIRA INDICA DE PH 0-14 C/100 MERCK;0;0;CX;70,42;VV;DIARIO;0,163;4,065;3,252;3,252;4,065;3,252;0;0;1;1;2;6;6;3;4;3;3;3;;;;LIBERADO;1095350001;
10010855;TIRA INDICA DE PH 0-14 C/100 MERCK;0;0;CX;70,42;VV;DIARIO;0,163;4,065;3,252;3,252;4,065;3,252;0;0;1;1;2;6;6;3;4;3;3;3;;;;LIBERADO;1095350001;
10010855;TIRA INDICA DE PH 0-14 C/100 MERCK;0;0;CX;70,42;VV;DIARIO;0,163;4,065;3,252;3,252;4,065;3,252;0;0;1;1;2;6;6;3;4;3;3;3;;;;LIBERADO;1095350001;
10010863;TB CRIST POLIEST 5ML 12X75 C/1000 CRAL;0;0;PAC;42,64;VV;DIARIO;0;0,005;0,004;6;7,5;6;0;0;0;0;0;0;0;0;0;0;0;0;5500001368;30/09/2019;31/12/9999;LIBERADO;18056;10000424 | 10009755
10010867;SACO AUTOCL DETRILAB C/10 50L NEWPROV;0;0;PAC;11,5;VV;DIARIO;0,15;3,75;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5500001368;29/11/2019;31/12/9999;LIBERADO;PA292;
10010881;NAVALHA DESC C/50 LEICA (DUPL) 10012309;0;0;CX;393,6;VV;DIARIO;0,138;3,44;2,752;2,752;3,44;2,752;0;0;0;0;4;6;4;1;6;3;2;0;5500001368;25/11/2019;31/12/9999;LIBERADO;14035838383;
10010885;TB FALCON ESTL C/TP 50ML CRAL;0;0;UN;0,48;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;17002;10007417
10010912;PAP FILT 11CM C/100;0;0;CX;0,01;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;2476;
10010978;BALAO FD CHATO CONJ 24/40 250ML PYREX;0;0;UN;27,3;ZM;DIARIO;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;LIBERADO;136250;
10010989;CTR FREE PSA ARCH 24ML ABBOTT;0;0;FR;409,54;ND;DIARIO;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;;;;BLOQUEIO COMPRAS;07K7110;
